chr1	34295537	34296741	1	1	1	135	0	20
chr1	34295537	34299720	1	1	1	42	0	38
chr1	34296760	34299720	1	1	1	135	0	20
chr1	40010678	40011649	1	1	1	127	0	21
chr1	40010678	40011783	1	1	0	2	0	21
chr1	40010678	40011811	1	1	0	8	0	21
chr1	40010678	40014105	1	1	1	69	4	32
chr1	40011842	40014105	1	1	1	130	0	38
chr1	82735508	82741817	1	1	1	2	0	40
chr1	82735508	82747082	1	1	1	2	0	40
chr1	82735508	82750519	1	1	1	104	0	45
chr1	82747143	82750519	1	1	1	2	0	38
chr2	32292216	32293314	1	1	1	28	0	43
chr2	32292216	32296625	1	1	1	134	0	43
chr2	32293396	32296625	1	1	1	29	0	38
chr2	59926161	59932104	2	2	1	2	0	8
chr2	59932171	59933405	2	2	0	112	0	37
chr2	59932171	59933411	2	2	1	608	0	32
chr2	59932171	59933670	2	2	1	3	0	37
chr2	59933439	59933670	2	2	1	709	0	28
chr2	71849507	71853533	1	1	1	646	1	40
chr2	71849507	71853820	1	1	0	6	0	37
chr2	71849507	71853890	1	1	0	4	0	39
chr2	71849507	71855853	1	1	1	2490	4	43
chr2	71849507	71855868	1	1	0	5	0	46
chr2	71853664	71855853	1	1	1	688	1	42
chr2	71853891	71855853	1	1	0	6	0	40
chr2	71853948	71855853	1	1	0	4	0	40
chr2	75662926	75663570	1	1	1	3	0	27
chr2	91001089	91001461	1	1	1	977	2	34
chr2	91001089	91003299	1	1	0	2	0	33
chr2	91001511	91003210	1	1	1	959	2	25
chr2	91001511	91003299	1	1	0	5	0	46
chr2	91003238	91003810	1	1	0	4	0	27
chr2	91003346	91003810	1	1	1	30	0	36
chr2	91003349	91003810	1	1	0	1	0	36
chr2	91159300	91162027	2	2	0	1	0	41
chr2	91159306	91160316	2	2	1	300	1	47
chr2	91159306	91162027	2	2	1	602	1	47
chr2	91159320	91162027	2	2	0	1	0	40
chr2	91160371	91162027	2	2	1	299	1	39
chr2	91681696	91684668	2	2	1	347	0	50
chr2	91681854	91684668	2	2	0	1	0	39
chr2	104254824	104292338	2	2	0	0	2	13
chr2	153670448	153672215	1	1	1	3	0	50
chr3	60201323	60613472	1	1	0	0	6	14
chr3	60613521	60614682	1	1	1	1620	4	45
chr3	60613521	60614688	1	1	0	3	0	44
chr3	60613521	60615619	1	1	1	1613	3	46
chr3	60614737	60615619	1	1	1	1636	4	48
chr3	87733505	87734423	1	1	1	16	0	39
chr3	87733505	87735344	1	1	0	13	0	39
chr3	87734553	87735344	1	1	1	15	0	37
chr3	88483947	88484046	2	2	1	444	0	38
chr3	88483947	88484055	2	2	0	1	0	37
chr3	88484155	88484614	2	2	1	438	0	41
chr3	119724187	119724611	2	2	1	9841	4	34
chr3	119724187	119726065	2	2	1	16	0	29
chr3	119724646	119726065	2	2	1	10088	4	38
chr3	139632407	139650143	2	2	0	0	1	13
chr4	31992517	31994873	1	1	1	328	1	40
chr4	31992517	32002088	1	1	1	5946	11	50
chr4	31994955	32002088	1	1	1	329	1	49
chr4	107009769	107027216	1	1	1	14	0	38
chr4	107009769	107028192	1	1	1	142	1	41
chr4	107009769	107028217	1	1	0	1	0	35
chr4	107027298	107028192	1	1	1	20	0	41
chr5	23565266	23610849	2	2	0	1	0	37
chr5	23565266	23616326	2	2	1	1161	5	46
chr5	23610909	23616326	2	2	0	1	0	45
chr5	72958287	72965803	1	1	1	4	0	40
chr5	72958287	72974530	1	1	1	140	0	42
chr5	72965882	72974530	1	1	1	4	0	41
chr5	116482537	116591333	2	2	1	1355	5	50
chr5	149184807	149187707	1	1	1	28	0	44
chr5	149184807	149188344	1	1	1	846	0	44
chr5	149187835	149188344	1	1	1	2	0	39
chr5	149187877	149188344	1	1	1	26	0	39
chr6	47577668	47594893	2	2	1	2	0	27
chr6	98939789	98941535	2	2	1	176	1	46
chr6	98939789	98944618	2	2	0	6	0	45
chr6	98941658	98944618	2	2	1	174	1	36
chr6	125121682	125121931	1	1	1	1	0	43
chr6	125162102	125162211	2	2	1	523	22	36
chr6	125162102	125162309	2	2	0	1	0	35
chr6	128371086	128371967	1	1	1	5300	3	45
chr6	128371086	128371980	1	1	0	1	0	32
chr6	128371086	128372504	1	1	0	1	0	39
chr6	128371086	128372530	1	1	1	3	0	49
chr6	128371086	128372533	1	1	1	24	0	46
chr6	128371086	128372539	1	1	0	1	0	40
chr6	128372013	128372278	1	1	0	1	0	27
chr6	128372013	128372504	1	1	0	27	0	28
chr6	128372013	128372509	1	1	0	9	0	31
chr6	128372013	128372530	1	1	1	632	1	49
chr6	128372013	128372533	1	1	1	4573	2	46
chr6	128372013	128372536	1	1	0	1	0	43
chr6	128372013	128372539	1	1	0	1	0	40
chr6	128372018	128372530	1	1	0	3	0	49
chr6	128372018	128372533	1	1	0	53	0	46
chr6	128372306	128372533	1	1	0	1	0	27
chr7	25000781	25000919	2	2	1	1	0	23
chr7	25000980	25001071	2	2	1	1	0	24
chr7	67240441	67244520	2	2	1	237	0	24
chr7	67240441	67251656	2	2	1	2007	4	46
chr7	67240443	67251659	1	1	0	1	0	41
chr7	67244545	67251656	2	2	1	238	0	25
chr7	101445671	102001612	1	1	0	4	0	12
chr7	101958298	102001614	1	1	0	0	1	14
chr7	102001660	102002294	1	1	1	2221	2	43
chr7	102001660	102007485	1	1	1	691	0	44
chr7	102001665	102002300	1	1	0	0	1	36
chr7	102002310	102007485	1	1	0	5	0	15
chr7	102002337	102007485	1	1	1	2223	2	41
chr7	112839481	112841887	1	1	1	8	0	41
chr7	112839481	112842039	1	1	1	148	0	41
chr7	112839481	112856052	1	1	1	6	0	12
chr7	112839481	112856797	1	1	1	21	1	41
chr7	112841951	112856052	1	1	1	6	0	12
chr7	112842103	112856052	1	1	1	141	0	12
chr7	112842103	112856797	1	1	1	4	0	37
chr7	112856065	112856797	1	1	1	157	0	14
chr7	127972771	127974399	1	1	1	1	0	25
chr7	127974435	127975887	1	1	1	1	0	28
chr7	127980247	127981190	1	1	1	5	0	2
chr7	127981292	127981410	1	1	1	5	0	6
chr8	24967230	24970585	2	2	1	1	0	10
chr8	25532429	25557730	1	1	1	4	0	44
chr8	25555775	25557730	1	1	1	2	0	37
chr8	33386064	33386329	1	1	0	1	0	46
chr8	91688606	91932332	1	1	0	5	0	13
chr8	95100453	95100646	2	2	1	1039	1	31
chr8	95100453	95101408	2	2	0	169	0	46
chr8	95100674	95101408	2	2	1	1039	1	44
chr8	123268550	123268744	2	2	1	331	0	48
chr9	43027296	43040539	2	2	1	172	0	38
chr9	43027296	43042590	2	2	1	198	0	45
chr9	43040597	43042590	2	2	1	172	0	46
chr9	80093642	80098885	1	1	1	10579	8	26
chr9	80093642	80098892	1	1	0	223	1	19
chr9	80093642	80103693	1	1	1	370	1	45
chr9	80093642	80103698	1	1	0	2	0	44
chr9	80093656	80103693	1	1	0	0	1	37
chr9	80098907	80103693	1	1	1	10812	9	24
chr9	80098907	80103698	1	1	0	1	0	21
chr9	80101891	80103693	1	1	0	2	0	37
chr9	114597607	114597794	2	2	1	678	0	38
chr9	114597607	114598704	2	2	0	33	0	42
chr9	114597825	114598704	2	2	0	3	0	30
chr9	114597831	114598704	2	2	1	672	0	36
chr11	78233684	78245547	2	2	1	1	0	28
chr11	79458907	79463232	1	1	1	14	0	42
chr11	79458907	79468113	1	1	1	1	0	41
chr11	79458907	79468716	1	1	1	273	0	42
chr11	79463296	79468716	1	1	1	14	0	39
chr11	79468155	79468716	1	1	1	1	0	38
chr11	94112147	94113262	1	1	1	171	0	26
chr11	94112147	94114172	1	1	1	512	0	32
chr11	94113302	94114172	1	1	1	178	0	39
chr11	102310577	102310925	2	2	1	74	0	42
chr11	102310577	102311379	2	2	1	1222	1	46
chr11	102310577	102311403	2	2	0	1	0	21
chr11	102311037	102311379	2	2	1	74	0	46
chr12	71952560	71958746	1	1	1	77	0	27
chr12	71952560	71959805	1	1	1	90	1	43
chr12	71958774	71959805	1	1	1	77	0	27
chr12	83811361	83811669	2	2	0	1	0	37
chr12	83811361	83825258	2	2	1	72	0	37
chr12	83811361	83831921	2	2	1	547	1	41
chr12	83811744	83831921	2	2	0	1	0	38
chr12	83825292	83831921	2	2	1	71	0	33
chr12	83825334	83831921	2	2	0	1	0	38
chr12	113133338	113133495	1	1	0	122	16	46
chr12	113133338	113133540	1	1	1	2055	60	42
chr12	113133338	113135796	1	1	1	18	0	29
chr12	113133577	113134761	1	1	0	1	0	21
chr12	113133577	113134800	1	1	0	8	0	14
chr12	113133577	113135796	1	1	1	2107	75	29
chr12	113134813	113135796	1	1	0	7	0	29
chr13	46778990	46780625	2	2	0	1	0	39
chr13	46778994	46780625	2	2	1	1001	1	43
chr13	46778994	46785245	2	2	1	3957	4	46
chr13	46780665	46785245	2	2	1	1005	1	40
chr13	56084286	56088251	2	2	1	1	0	40
chr13	56084286	56089757	2	2	1	74	0	40
chr13	56088343	56096123	2	2	1	1	0	38
chr13	56089858	56096123	2	2	1	77	0	41
chr14	57643224	57648418	2	2	1	184	0	40
chr14	120389164	120395711	1	1	1	281	0	40
chr14	120389164	120396450	1	1	1	699	0	48
chr14	120395766	120396450	1	1	1	293	0	48
chr15	77102940	77105576	2	2	1	321	0	42
chr15	77102940	77113604	2	2	1	22	0	48
chr15	77105670	77113604	2	2	1	323	0	48
chr16	57178021	57181491	2	2	1	433	1	45
chr16	57178021	57182850	2	2	1	156	0	44
chr16	57181507	57182850	2	2	0	1	0	15
chr16	57181537	57182850	2	2	1	431	1	34
chr17	12979205	13846588	1	1	0	70	0	12
chr17	13846613	13848354	1	1	0	5	0	21
